"key","collection","code","number","totalRows","variantCount","titleVariantCount","lyricsVariantCount","rowIds","titles","lyricsHashes"
"CAN|CAN228|228","CAN","CAN228","228","2","2","1","2","1212|4013","M'akoma Dzii Ehurusi || M'akoma Dzii Ehurusi","69c2cce33d39|0d7230f30984"
"CAN|CAN229|229","CAN","CAN229","229","2","2","1","2","1213|4014","Jesus, Fa Wusoer Tum N' || Jesus, Fa Wusoer Tum N'","916ddbae6ad8|29d8d8dbd5c4"
"CAN|CAN230|230","CAN","CAN230","230","2","2","1","2","1214|4015","Wimbir Ansaana Wi Roto N' || Wimbir Ansaana Wi Roto N'","491cc40a3cb9|dabe35ec1391"
"CAN|CAN231|231","CAN","CAN231","231","2","2","1","2","1215|4016","Nyame, Fa Wo Nhyira Gya Hen Kwan || Nyame, Fa Wo Nhyira Gya Hen Kwan","e247c28a86cf|6b46e977010c"
"CAN|CAN232|232","CAN","CAN232","232","2","2","1","2","1216|4017","Asor Ne Fapem Kortoo || Asor Ne Fapem Kortoo","e2d69cb537f8|539ae6bff340"
"CAN|CAN233|233","CAN","CAN233","233","2","2","1","2","1217|4018","Nyame Kuro Mbre Odua So || Nyame Kuro Mbre Odua So","aa994c9d53c1|b59cd30e93dc"
"CAN|CAN234|234","CAN","CAN234","234","2","2","1","2","1218|4019","Woka Wo Ho Enyimnyam Nsem || Woka Wo Ho Enyimnyam Nsem","d79684e242f1|304583e262f2"
"CAN|CAN235|235","CAN","CAN235","235","2","2","1","2","1219|4020","Yeda Ho Yetse Nkam' || Yeda Ho Yetse Nkam'","51aee4bf8194|c290c3694354"
"CAN|CAN236|236","CAN","CAN236","236","2","2","1","2","1220|4021","Ma Hen Honam Ndzi Mpaa || Ma Hen Honam Ndzi Mpaa","722d3e6bb8f8|59502e543fcc"
"CAN|CAN237|237","CAN","CAN237","237","2","2","1","2","1221|4022","Christ A Nhyira Nyina Fir Wo || Christ A Nhyira Nyina Fir Wo","1753ef3576fe|261fa6a10fb0"
"CAN|CAN238|238","CAN","CAN238","238","2","2","1","2","1222|4023","Jesus, 'Nye W' Asor Ntsena || Jesus, 'Nye W' Asor Ntsena","afbb9d516a6c|836b32f05063"
"CAN|CAN239|239","CAN","CAN239","239","2","2","1","2","1223|4024","Guanhwefo pa, dom hen Wo mboa || Guanhwefo pa, dom hen Wo mboa","327fc6cfd69b|e30a3cfd7717"
"CAN|CAN240|240","CAN","CAN240","240","2","2","1","2","1224|4025","Kenyan W' edwuma Yi || Kenyan W' edwuma Yi","8f3786437c19|acf8e9bbe58b"
"CAN|CAN241|241","CAN","CAN241","241","2","2","1","2","1225|4026","Ahomka Da Onye Da N' A || Ahomka Da Onye Da N' A","4a696fa085f6|f73fc408ff99"
"CAN|CAN242|242","CAN","CAN242","242","2","2","1","2","1226|4027","Hwe Mbre Israel Guanhwefo || Hwe Mbre Israel Guanhwefo","8f33d3e29cc1|89e77cedc047"
"CAN|CAN243|243","CAN","CAN243","243","2","2","1","2","1227|4028","Okofo, Soer Gyina || Okofo, Soer Gyina","d8a007018bd9|49e6506f2b7a"
"CAN|CAN244|244","CAN","CAN244","244","2","2","1","2","1228|4029","Honam A Wobuu Mboborhu Mu || Honam A Wobuu Mboborhu Mu","3cd21d42842d|1e938a1a31a7"
"CAN|CAN245|245","CAN","CAN245","245","2","2","1","2","1229|4030","Ewuradze Kronkron, Memmfata || Ewuradze Kronkron, Memmfata","42d3c535a2b6|9d6270acfcd5"
"CAN|CAN246|246","CAN","CAN246","246","2","2","1","2","1230|4031","Afei Hen Egya Yereka Wo Do N' || Afei Hen Egya Yereka Wo Do N'","d4a133604589|14b4eb6272ee"
"CAN|CAN247|247","CAN","CAN247","247","2","2","1","2","1231|4032","Agyenkwa No Do Ho Nkaa Ntsi || Agyenkwa No Do Ho Nkaa Ntsi","3e00afd2ccd9|e9ec9eb9f660"
"CAN|CAN248|248","CAN","CAN248","248","2","2","1","2","1232|4033","De Mbre W'adom Asem No Tse || De Mbre W'adom Asem No Tse","9496fc9092fb|07cf54477e6c"
"CAN|CAN249|249","CAN","CAN249","249","2","2","1","2","1233|4034","Ma Yenhu W' ber a yeridzidzi || Ma Yenhu W' ber a yeridzidzi","2b5abed8c20b|0c12dea999ac"
"CAN|CAN250|250","CAN","CAN250","250","2","2","1","2","1234|4035","Sor Paano A Enyen Me || Sor Paano A Enyen Me","64da9c9cc42b|318404d71a01"
"CAN|CAN251|251","CAN","CAN251","251","2","2","1","2","1235|4036","O Ewuradze, Ha Na Muhu W'enyim || O Ewuradze, Ha Na Muhu W'enyim","7b4fe841ab32|cfc9c718f91f"
"CAN|CAN252|252","CAN","CAN252","252","2","2","1","2","1236|4037","Christ Abo Werdam Apon Hen || Christ Abo Werdam Apon Hen","a084c53754e3|92c6695b7a80"
"CAN|CAN253|253","CAN","CAN253","253","2","2","1","2","1237|4038","N-dze A Wetsee Wo Eden || N-dze A Wetsee Wo Eden","c05a669c9064|d870ccf96a0a"
"CAN|CAN254|254","CAN","CAN254","254","2","2","1","2","1238|4039","Egya, Adze Nyina Yefo || Egya, Adze Nyina Yefo","e62e582f7441|fc92fcc4cda8"
"CAN|CAN255|255","CAN","CAN255","255","2","2","1","2","1239|4040","Yebo Wo Ewuo, Domfo Nyame Okorsa || Yebo Wo Ewuo, Domfo Nyame Okorsa","ab0ee79d77bb|1e412f385ffa"
"CAN|CAN256|256","CAN","CAN256","256","2","2","1","2","1240|4041","Sunsum Kronkron, Tsena Hen Kra Mu || Sunsum Kronkron, Tsena Hen Kra Mu","642cf09c8ce9|1fbbc3990d8b"
"CAN|CAN257|257","CAN","CAN257","257","2","2","1","2","1241|4042","Ewuradze, Kasa Kyere Me || Ewuradze, Kasa Kyere Me","4ec062589ed3|cc88c9cccb49"
"CAN|CAN258|258","CAN","CAN258","258","2","2","1","2","1242|4043","Ewuradze, Hyeren Hen Do || Ewuradze, Hyeren Hen Do","04eb4eef19d6|117288794398"
"CAN|CAN259|259","CAN","CAN259","259","2","2","1","2","1243|4044","N-dobaa Ewuradze, Tsie || N-dobaa Ewuradze, Tsie","5d8fb634c57b|54e51f04ef58"
"CAN|CAN260|260","CAN","CAN260","260","2","2","1","2","1244|4045","Hen Wura, Se W'asem Ntsi || Hen Wura, Se W'asem Ntsi","c4f95875e044|6e375018a551"
"CAN|CAN261|261","CAN","CAN261","261","2","2","1","2","1245|4046","O Twerammpon Nyame || O Twerammpon Nyame","158ad160b230|c0dab406f62a"
"CAN|CAN262|262","CAN","CAN262","262","2","2","1","2","1246|4047","Wiadze Ruwu; Daa Nyinara || Wiadze Ruwu; Daa Nyinara","5c3e6f8a5eab|72579c561182"
"CAN|CAN263|263","CAN","CAN263","263","2","2","1","2","1247|4048","Wokobo Dawur Wo Mbea Nyinara De || Wokobo Dawur Wo Mbea Nyinara De","e24bacb966d5|f4c5298bbbe9"
"CAN|CAN264|264","CAN","CAN264","264","2","2","1","2","1248|4049","Womfa Asempa N' Nko Ekyirekyir || Womfa Asempa N' Nko Ekyirekyir","e4cd1f11b97d|653442b26a32"
"CAN|CAN265|265","CAN","CAN265","265","2","2","1","2","1249|4050","Hom Ngyina, Hom Ngyina Mma Jesus || Hom Ngyina, Hom Ngyina Mma Jesus","030249ca4f18|88ff989275fe"
"CAN|CAN266|266","CAN","CAN266","266","2","2","1","2","1250|4051","Christian N-sordaafo || Christian N-sordaafo","af2fe2503e84|0cd0f1680e8c"
"CAN|CAN267|267","CAN","CAN267","267","2","2","1","2","1251|4052","Ma M' Gyedzi Ntsaban Ma Muntu || Ma M' Gyedzi Ntsaban Ma Muntu","377f2a339e46|8f982aa1cad0"
"CAN|CAN268|268","CAN","CAN268","268","2","2","1","2","1252|4053","Ahotsewfo A Apon Hon Edwuma A || Ahotsewfo A Apon Hon Edwuma A","35f0074c9ac1|091a52df0195"
"CAN|CAN269|269","CAN","CAN269","269","2","2","1","2","1253|4054","Woanam' Wohye Fufuw Yi || Woanam' Wohye Fufuw Yi","692037ee326f|29b9c5e4769a"
"CAN|CAN270|270","CAN","CAN270","270","2","2","1","2","1254|4055","Jesus De Nkwangye Reba N' || Jesus De Nkwangye Reba N'","1df5950ed265|e18e89598c09"
"CAN|CAN271|271","CAN","CAN271","271","2","2","1","2","1255|4056","Jerusalem Mbofraba || Jerusalem Mbofraba","f3d9fd639a7f|6f98b5b52910"
"CAN|CAN272|272","CAN","CAN272","272","2","2","1","2","1256|4057","Jesus Brefo A Edwe || Jesus Brefo A Edwe","265537ed88fa|124565a0bc96"
"CAN|CAN273|273","CAN","CAN273","273","2","2","1","2","1257|4058","Ewimbir Som Ekyir || Ewimbir Som Ekyir","e0dbf58c2721|19d6384857ec"
"CAN|CAN274|274","CAN","CAN274","274","2","2","1","2","1258|4059","Dza Oye Few Na Ohyeren || Dza Oye Few Na Ohyeren","4758dba6574c|4601cb216856"
"CAN|CAN275|275","CAN","CAN275","275","2","2","1","2","1259|4060","Modo De Metse Nsem A || Modo De Metse Nsem A","83a1dabfaa83|7164c5851a42"
"CAN|CAN276|276","CAN","CAN276","276","2","2","1","2","1260|4061","Ka Jesus Ho N-sem Kyere M || Ka Jesus Ho N-sem Kyere M","f455007f52c9|f10025788175"
"CAN|CAN277|277","CAN","CAN277","277","2","2","1","2","1261|4062","David Ahenkurowm Preko Bi || David Ahenkurowm Preko Bi","2bcec50f763a|31d1a113065f"
"CAN|CAN278|278","CAN","CAN278","278","2","2","1","2","1262|4063","Akokowaba Jesus Ennya Adasoe || Akokowaba Jesus Ennya Adasoe","b5db3e7d77dd|050d8ff6ad22"
"CAN|CAN279|279","CAN","CAN279","279","2","2","1","2","1263|4064","Se Meba Jesus Ho A || Se Meba Jesus Ho A","ca9be972c693|1d9ebd2bb28b"
"CAN|CAN280|280","CAN","CAN280","280","2","2","1","2","1264|4065","Mepe Mesua Jesus || Mepe Mesua Jesus","b928cae0e2f9|ad35782e1986"
"CAN|CAN281|281","CAN","CAN281","281","2","2","1","2","1265|4066","Daa Daa Nyina Yetonton Wo || Daa Daa Nyina Yetonton Wo","bd5b76389c89|b187e552d4da"
"CAN|CAN282|282","CAN","CAN282","282","2","2","1","2","1266|4067","Ewuradze, Fa Wo Nhyira Dom Hen || Ewuradze, Fa Wo Nhyira Dom Hen","7fe5355d2906|2d039b474944"
"CAN|CAN283|283","CAN","CAN283","283","2","2","1","2","1267|4068","Nyame Doyefo A W' ehumbobor || Nyame Doyefo A W' ehumbobor","109dc68fac4b|bcdd241d79f0"
"CAN|CAN284|284","CAN","CAN284","284","2","2","1","2","1268|4069","Ahomka Fi Nye Mbre Wodo Wo Kese || Ahomka Fi Nye Mbre Wodo Wo Kese","38d83060c77d|1bd1477d809c"
"CAN|CAN285|285","CAN","CAN285","285","2","2","1","2","1269|4070","Nyame Hen Mboa Mber A Oasen || Nyame Hen Mboa Mber A Oasen","1c3d0769485c|6f138337917e"
"CAN|CAN286|286","CAN","CAN286","286","2","2","1","2","1270|4071","Nyame Ngye Hen Hen Pa || Nyame Ngye Hen Hen Pa","7b51b49f044a|932294bc8ac1"
"CAN|CAN287|287","CAN","CAN287","287","2","2","1","2","1271|4072","Amansuon Twerammpon || Amansuon Twerammpon","b048b6606cd0|aadd7b4edfd0"
"CAN|CAN288|288","CAN","CAN288","288","2","2","1","2","1272|4073","Aman Wura A W' adom Doo So || Aman Wura A W' adom Doo So","2ab9b125d4d9|68a877f14574"
"CAN|CAN289|289","CAN","CAN289","289","2","2","1","2","1273|4074","Nyame Egya Tumfo || Nyame Egya Tumfo","43e5d1ccc590|03fae6ff59c4"
"CAN|CAN290|290","CAN","CAN290","290","2","2","1","2","1274|4075","Nyame, Fa Wo Nhyira Pon Hen || Nyame, Fa Wo Nhyira Pon Hen","9c1e9e5e08cd|a9edfe6d4708"
"CAN|CAN291|291","CAN","CAN291","291","2","2","1","2","1275|4076","Awerekyekyer Nyankopon || Awerekyekyer Nyankopon","7a888b72e1bb|03977a6b58dc"
"CAN|CAN292|292","CAN","CAN292","292","2","2","1","2","1276|4077","Odofo, Yema W' Nantseyie || Odofo, Yema W' Nantseyie","20b095819dd6|e22c4d27f77a"
"CAN|CAN293|293","CAN","CAN293","293","2","2","1","2","1277|4078","Kronkron Nyame A W' enyim || Kronkron Nyame A W' enyim","f5bfb18c73fe|4cb3fe8855ac"
"CAN|CAN294|294","CAN","CAN294","294","2","2","1","2","1278|4079","Dza Yedze Ma W' biara || Dza Yedze Ma W' biara","530e0a2d3799|958c4ffa57c4"
"CAN|CAN295|295","CAN","CAN295","295","2","2","1","2","1279|4080","Christ, W' enyimnyam Hye Wim' Ma || Christ, W' enyimnyam Hye Wim' Ma","ca9badce05dd|45e3649d5fd2"
"CAN|CAN296|296","CAN","CAN296","296","2","2","1","2","1280|4081","Me Kra, Ye Ntsem Nye Ewia Nnyan || Me Kra, Ye Ntsem Nye Ewia Nnyan","c13bc0cb60bc|50d6bb8d167b"
"CAN|CAN297|297","CAN","CAN297","297","2","2","1","2","1281|4082","Adzekyee Kan || Adzekyee Kan","6330bc9e8972|3fdd5b71dddd"
"CAN|CAN298|298","CAN","CAN298","298","2","2","1","2","1282|4083","Bra Ntsem, O Hen Wura, Pa Jesus || Bra Ntsem, O Hen Wura, Pa Jesus","135b38087304|142255c4a7a1"
"CAN|CAN299|299","CAN","CAN299","299","2","2","1","2","1283|4084","Adze Akye O || Adze Akye O","8fdda1f951d0|ab3a2a27ec81"
"CAN|CAN300|300","CAN","CAN300","300","2","2","1","2","1284|4085","Gyefo, Hyira Hen Ana Yeako || Gyefo, Hyira Hen Ana Yeako","501e733b3b97|0527e915b4a0"
"CAN|CAN301|301","CAN","CAN301","301","2","2","1","2","1285|4086","Anapawi Hyenhyenn N' etwam || Anapawi Hyenhyenn N' etwam","92d5ad6d2491|2f044be3987c"
"CAN|CAN302|302","CAN","CAN302","302","2","2","1","2","1286|4087","Gyefo Dofo, Me Kra N' ewia || Gyefo Dofo, Me Kra N' ewia","5883587be62c|ed3d9792bfd8"
"CAN|CAN303|303","CAN","CAN303","303","2","2","1","2","1287|4088","Adze Resa Ampa || Adze Resa Ampa","92cd2fe3720b|ea9d505131bb"
"CAN|CAN304|304","CAN","CAN304","304","2","2","1","2","1288|4089","Ansaana M' beda N', Yie Biara || Ansaana M' beda N', Yie Biara","7126e735e1b4|a5215b6c603a"
"CAN|CAN305|305","CAN","CAN305","305","2","2","1","2","1289|4090","Enye Me Ntsena || Enye Me Ntsena","8e6daa49d27b|923ade8cf949"
"CAN|CAN306|306","CAN","CAN306","306","2","2","1","2","1290|4091","Nyame A Eboo Sor Nye Asaase || Nyame A Eboo Sor Nye Asaase","e0fa77d959c0|a5b5b70d5a54"
"CAN|CAN307|307","CAN","CAN307","307","2","2","1","2","1291|4092","Ewuradze, Yerefre Wo || Ewuradze, Yerefre Wo","cd56d2c5218d|5df187e72060"
"CAN|CAN308|308","CAN","CAN308","308","2","2","1","2","1292|4093","Ewuradze, Nyame Otumfo || Ewuradze, Nyame Otumfo","8decb0f7970b|8351c3ccd43f"
"CAN|CAN309|309","CAN","CAN309","309","2","2","1","2","1293|4094","Nhyira Nka Akomamutsewfo || Nhyira Nka Akomamutsewfo","a007a881aff3|95020c236ae5"
"CAN|CAN310|310","CAN","CAN310","310","2","2","1","2","1294|4095","Hom Mbra Ma Yentu || Hom Mbra Ma Yentu","3b36bfc18ef5|c37532296464"
"CAN|CAN311|311","CAN","CAN311","311","2","2","1","2","1295|4096","Hom Ntow Jehovah N' ayeyi || Hom Ntow Jehovah N' ayeyi","e433c5a2fab8|96cec538dfa3"
"CAN|CAN312|312","CAN","CAN312","312","2","2","1","2","1296|4097","Yema Hen Akoma Do Tow || Yema Hen Akoma Do Tow","cdf87374d8ec|6988ae29f315"
"CAN|CAN313|313","CAN","CAN313","313","2","2","1","2","1297|4098","Nyew, Nyame Ye || Nyew, Nyame Ye","ccfd73aa5905|dbb4f65879ba"
"CAN|CAN314|314","CAN","CAN314","314","2","2","1","2","1298|4099","Hen Wura, Fi Wo Sor Tsenabew Do Tsie Hen || Hen Wura, Fi Wo Sor Tsenabew Do Tsie Hen","226b0d994c11|c7946a94377b"
"CAN|CAN315|315","CAN","CAN315","315","2","2","1","2","1299|4100","Nyame, Ndobaa Wura || Nyame, Ndobaa Wura","b8ef21e20777|7dadc739c1bd"
"CAN|CAN316|316","CAN","CAN316","316","2","2","1","2","1300|4101","Amansuon, Hom Mbra || Amansuon, Hom Mbra","d4c01359ed0d|de55391e5220"
"CAN|CAN317|317","CAN","CAN317","317","2","2","1","2","1301|4102","Abodze Nyinara Womfa Ndaase Ndwom || Abodze Nyinara Womfa Ndaase Ndwom","a11bcc0e71b1|576f0d525279"
"CAN|CAN318|318","CAN","CAN318","318","2","2","1","2","1302|4103","Mberantse Na Mbabaawa, Nkodaa Na Mberwa || Mberantse Na Mbabaawa, Nkodaa Na Mberwa","57a90a71b869|af99acdacaed"
"CAN|CAN319|319","CAN","CAN319","319","2","2","1","2","1303|4104","Wondzi Dew Mma Onua A Oewu Yi || Wondzi Dew Mma Onua A Oewu Yi","de129c67ebee|a1be99303cba"
"CAN|CAN320|320","CAN","CAN320","320","2","2","1","2","1304|4105","Ber A Dwumadzi Da Asa N || Ber A Dwumadzi Da Asa N","6af6b636e226|7951eb57f428"
"CAN|CAN321|321","CAN","CAN321","321","2","2","1","2","1305|4106","Osomfo Yi Apon Nde || Osomfo Yi Apon Nde","1104ffb351bf|dc8bab2b8265"
"CAN|CAN322|322","CAN","CAN322","322","2","2","1","2","1306|4107","Ber A Mbusu Abre Hen Adze || Ber A Mbusu Abre Hen Adze","8a3a8304cd02|554693cf512f"
"CAN|CAN323|323","CAN","CAN323","323","2","2","1","2","1307|4108","Mbo Na Ko, Sordaanyi Pa || Mbo Na Ko, Sordaanyi Pa","96516da41863|13cd27631aac"
"CAN|CAN324|324","CAN","CAN324","324","2","2","1","2","1308|4109","Da Yie, Dofo Fonafo || Da Yie, Dofo Fonafo","166794fa56bc|06e81d73961a"
"CAN|CAN325|325","CAN","CAN325","325","2","2","1","2","1309|4110","Menka Den Werehonyi || Menka Den Werehonyi","098f3574bb9e|8538bf112df8"
"CAN|CAN326|326","CAN","CAN326","326","2","2","1","2","1310|4111","Hom Ntaa Dzinn, Ehum Kese Etu || Hom Ntaa Dzinn, Ehum Kese Etu","d967969ce422|ff90a9326a33"
"CAN|CAN327|327","CAN","CAN327","327","2","2","1","2","1311|4112","Wontow Ehurusi Ndwom No || Wontow Ehurusi Ndwom No","40168585a7eb|f63257300ff7"
"CAN|CAN328|328","CAN","CAN328","328","2","2","1","2","1312|4113","Ahosepew Da Ato Hen || Ahosepew Da Ato Hen","9c81b992f5c2|b6d79198879e"
"CAN|CAN329|329","CAN","CAN329","329","2","2","1","2","1313|4114","Sunsum, Soer Yi Nyame Ayew || Sunsum, Soer Yi Nyame Ayew","daab74d025b1|f1719e189a13"
"CAN|CAN330|330","CAN","CAN330","330","2","2","1","2","1314|4115","Ayeyi Se N || Ayeyi Se N","d4e0d402b804|9d00033a2ee3"
"CAN|CAN331|331","CAN","CAN331","331","2","2","1","2","1315|4116","Midzi Nyim Daa, Daa || Midzi Nyim Daa, Daa","2a140fa6b2a5|ff689483532c"
"CAN|CAN332|332","CAN","CAN332","332","2","2","1","2","1316|4117","Odo Yi Anwanwa Do A || Odo Yi Anwanwa Do A","5753fe52e504|5abea35131bf"
"CAN|CAN333|333","CAN","CAN333","333","2","2","1","2","1317|4118","Bra Ma Hen Yegye Christ Dzi || Bra Ma Hen Yegye Christ Dzi","12985f2fa46f|68a2e772bbfb"
"CAN|CAN334|334","CAN","CAN334","334","2","2","1","2","1318|4119","Bofo Pa E! M' Egya Nyame E || Bofo Pa E! M' Egya Nyame E","c2ae051577c8|7c1fb0ccb234"
"CAN|CAN335|335","CAN","CAN335","335","2","2","1","2","1319|4120","Buebue Sor Ntokura || Buebue Sor Ntokura","bf3095918fd1|7044328ba860"
"CAN|CAN336|336","CAN","CAN336","336","2","2","1","2","1320|4121","Ndaase, Ndaase Nka Odoyefo || Ndaase, Ndaase Nka Odoyefo","4df5778732e0|1180163cd8ba"
"CAN|CAN337|337","CAN","CAN337","337","2","2","1","2","1321|4122","Mbaabun Beenum N || Mbaabun Beenum N","cd9022d24cb8|39470849d02a"
"CAN|CAN338|338","CAN","CAN338","338","2","2","1","2","1322|4123","Per Gye Hon A Woreyew || Per Gye Hon A Woreyew","118a740acb27|34405d7101a9"
"CAN|CAN339|339","CAN","CAN339","339","2","2","1","2","1323|4124","Oba Dzeseefo Nye Me || Oba Dzeseefo Nye Me","8e906de07718|ebd41046bdb5"
"CAN|CAN340|340","CAN","CAN340","340","2","2","1","2","1324|4125","Oba No Woawo No O || Oba No Woawo No O","c57d33b54f08|d8ca026a834b"
"CAN|CAN341|341","CAN","CAN341","341","2","2","1","2","1325|4126","Enyansafo Roko O || Enyansafo Roko O","2e75aba27e68|88449adcc46c"
"CAN|CAN342|342","CAN","CAN342","342","2","2","1","2","1326|4127","Ne Dzin Ara Nye Jesus O || Ne Dzin Ara Nye Jesus O","011f4340cc7f|1ecf1d90e2b7"
"CAN|CAN343|343","CAN","CAN343","343","2","2","1","2","1327|4128","Meenya Ngyirama Mpempem O || Meenya Ngyirama Mpempem O","d60c1496f811|09e3cedcf158"
"CAN|CAN344|344","CAN","CAN344","344","2","2","1","2","1328|4129","Kronkron! Kronkron! Kronkron || Kronkron! Kronkron! Kronkron","5ed5bf3c670c|8655464739c9"
